name,landmark,lat,long,user_created,user_saved
RAINBOW RIVER HOUSE,Hotel,29.04651917,-82.45192066,,
MARK BURWOOD,Hotel,28.27757346,-81.66691016,,
BURY RENTAL,Hotel,26.40472698,-81.88722469,,
BURZYNSKI RENTALS,Hotel,28.36318069,-81.66325049,,
BURZYNSKI RENTALS,Hotel,28.30425299,-81.59791341,,
BUSATO ENTERPRISE LLC,Hotel,28.33197779,-81.61718326,,
MORE MICKEY PLEASE,Hotel,28.25980652,-81.65264931,,
MONTE CRISTO VILLAGE,Hotel,27.8527929,-82.63963378,,
ASHLEY MANOR,Hotel,28.24752623,-81.59445332,,
JASON BUSHE,Hotel,28.32209439,-81.60849428,,
SABINA BUSHELL,Hotel,26.23657113,-80.10529334,,
BUSHNELL GARDEN APARTMENTS,Hotel,28.67491528,-82.11283199,,
BUSINESS & TECHONOLOGY SRV RENTAL,Hotel,28.32539625,-81.46583257,,
FIRE BIRD APARTMENTS,Hotel,25.93037387,-80.15955792,,
SNOWBIRD APARTMENTS,Hotel,26.03238046,-80.14553366,,
WELLSPRINGS RETIREMENT COMMUNITY,Hotel,28.70316125,-81.49800499,,
BUTTERCUP BLISS,Hotel,30.32539298,-86.1436707,,
BEACH MAGIC,Hotel,30.32510862,-86.13023764,,
BEST OF BOTH WORLD'S,Hotel,30.32308946,-86.13695996,,
SEABATICAL,Hotel,30.3321595,-86.17574085,,
ALASKA MOTEL,Hotel,27.99578442,-82.44429594,,
SHADY OAKS APTS,Hotel,28.14820082,-80.6361397,,
SEAGRAPE APTS,Hotel,28.14801691,-80.63659839,,
BUTCHER RENTAL,Hotel,28.16450823,-81.62282022,,
BUTCHER RENTAL,Hotel,28.163176,-81.62251677,,
DIXIANA APARTMENTS,Hotel,26.02095987,-80.14393435,,
BISCAYNE VILLAS,Hotel,25.87866599,-80.16886176,,
BUTLER RENTAL,Hotel,28.28165775,-81.60807187,,
BAYOU APTS,Hotel,30.40969327,-87.25993454,,
REUNION GETAWAY,Hotel,28.26145017,-81.59151593,,
BUTLER RENTAL,Hotel,28.37251633,-81.69525147,,
7 AVENUE EAST TOWNHOUSE,Hotel,30.45714454,-84.26665568,,
RENTAL,Hotel,26.42197938,-81.89921034,,
BUTLER RENTAL,Hotel,28.31906074,-81.59466447,,
BUTLER RENTAL,Hotel,28.33167323,-81.64981331,,
BUTLER RENTAL,Hotel,28.39516565,-81.68609338,,
SLAGTER RENTALS,Hotel,28.22346189,-81.48087232,,
COVES OF BRIGHTON BAY,Hotel,27.87205649,-82.62362689,,
VERANDAHS OF BRIGHTON BAY,Hotel,27.8713011,-82.62620913,,
COASTAL VILLAGE APARTMENTS,Hotel,26.45449276,-81.78742667,,
VILLA HEMINGWAY,Hotel,26.54888076,-82.02829602,,
CYPRESS DRIVE APARTMENTS,Hotel,26.19331307,-80.12299868,,
BRILAW INC APTS,Hotel,25.76682735,-80.22026391,,
BRILL RENTALS,Hotel,28.33652822,-81.64746186,,
MICHAEL BRILLIANT,Hotel,26.50056062,-81.93329739,,
1410 NW 61ST ST APARTMENTS,Hotel,25.83087643,-80.22109277,,
BRIMSOE RENTAL,Hotel,28.22990711,-81.56849813,,
BRINKLEY RENTAL,Hotel,28.33072834,-81.61762923,,
BRINKLEY APARTMENTS,Hotel,27.46478432,-80.3017718,,
BRINKMAN RENTALS,Hotel,28.31942011,-81.67965658,,
JONAS STROM,Hotel,26.2270901,-80.09039115,,
BRIODY RENTAL,Hotel,28.31950306,-81.59773292,,
BRISAS DEL MAR APARTMENTS,Hotel,25.77335514,-80.20373292,,
BRISEBOIS,Hotel,28.29595442,-81.6758626,,
BREATH OF HEAVEN CARIBBEAN DUNES,Hotel,30.383398,-86.42689282,,
BRISTOL BAY APARTMENTS,Hotel,27.9354105,-82.4059209,,
SALAMANCA POINTE APTS,Hotel,26.54361849,-81.89953,,
PANAMA CITY FL RESORTS,Hotel,30.14962827,-85.76309564,,
UPTOWN APARTMENTS MOTEL,Hotel,25.897168,-80.21039208,,
BRITO AND SONS LLC,Hotel,28.33635561,-81.49855437,,
MIRIAM APTS,Hotel,25.84826328,-80.29549981,,
BRITTAIN SAMANTHA AND JAMES,Hotel,28.22771308,-81.49561766,,
BRITTANIA RENTAL #1,Hotel,28.32549525,-81.60530242,,
BRITTANY BAY APARTMENTS,Hotel,26.26118098,-81.69358301,,
BRITTANY BAY APARTMENTS,Hotel,26.25975632,-81.68960901,,
KEYS VACATION RENTAL PROPERTIES,Hotel,25.10906629,-80.42511947,,
BRITTANY PARTNER IV LLC,Hotel,26.60803639,-81.83041027,,
BRITTLE RENTALS,Hotel,28.24940633,-81.5648363,,
PRESERVE AT MANATEE BAY,Hotel,27.47619924,-82.62082153,,
WINTER PARK COMMONS,Hotel,28.60212541,-81.30499332,,
EDERINGTON VILLAGE,Hotel,28.56856919,-82.38380638,,
SHIRLEY ARMS APARTMENTS,Hotel,30.28368939,-81.73159854,,
BROADBENT RENTALS,Hotel,28.31927762,-81.67782474,,
FIRST CLASS FLORIDA VILLAS,Hotel,28.32399691,-81.48049003,,
BROADSTONE BEACH HOUSE,Hotel,30.28482942,-81.4024182,,
BROADSTONE HYDE PARK,Hotel,27.94320942,-82.47682532,,
SEQUOIA VILLA SERVICES,Hotel,28.24956623,-81.64967144,,
LAKE MIRROR TOWER APARTMENTS,Hotel,28.0431265,-81.95406774,,
BROADWAY APARTMENTS LLC,Hotel,26.63083548,-80.11073852,,
BROADWAY CAPITAL HOLDINGS LLC,Hotel,25.80494527,-80.23056693,,
BROADWAY CAPITAL HOLDINGS LLC,Hotel,25.80524358,-80.23115504,,
BROCK HAUS ON THE GULF LLC,Hotel,24.97619098,-80.55605828,,
916 E LIME ST APARTMENTS,Hotel,28.04085483,-81.94630973,,
PINE VILLA APARTMENTS,Hotel,27.84280827,-82.69713405,,
BELL APTS,Hotel,27.84114564,-82.68808785,,
BRODERICK RENTAL,Hotel,28.33747193,-81.64702274,,
LYNN BRODIE & IAN JUDGE,Hotel,28.29979095,-81.66999371,,
BROGDEN NYEL,Hotel,30.31082092,-81.71149613,,
BROKAW LAURENCE,Hotel,26.13825398,-80.14456099,,
BROLLY RENTAL,Hotel,28.1247521,-81.62930242,,
BROMLEY'S RENTAL,Hotel,28.27317455,-81.46959962,,
SCARLETT RENTAL,Hotel,28.29765528,-81.46991037,,
BRONIKOWSKI'S RENTAL,Hotel,28.34232233,-81.6399495,,
BRONISH RENTAL,Hotel,28.3269502,-81.60547685,,
BRONKIE BAY APARTMENTS,Hotel,28.14164477,-80.63102153,,
BRONSON VILLAGE APARTMENTS,Hotel,29.43885827,-82.62667396,,
BRONSON VILLAS,Hotel,29.43994103,-82.62669341,,
HENRIETTA'S HOUSE,Hotel,29.22225977,-81.00995386,,
BRONZIET RENTAL,Hotel,28.38986637,-81.68994183,,
BROOK RENTAL,Hotel,28.30002598,-81.67060932,,
BROOK HAVEN APTS,Hotel,28.54760175,-82.4154438,,
ALL FL VILLAS,Hotel,28.32754316,-81.62948399,,
SAND POINT SENIOR LIVING,Hotel,28.58607938,-80.82270287,,
GRAND COURT - FORT MYERS,Hotel,26.55502298,-81.89456535,,
BROOKE RENTAL,Hotel,28.33997673,-81.64029848,,
BROOKFIELD APARTMENTS,Hotel,28.56261713,-81.306295,,
BALDWIN MEADOWS APARTMENTS,Hotel,28.56186666,-81.31262823,,
BROOKFIELD ENTERPRISES INC,Hotel,25.9891401,-80.1417683,,
BROOKMEADE VILLAS APTS,Hotel,30.74087089,-86.55743865,,
BROOKMORE LP,Hotel,25.89596072,-80.19433809,,
GULF DUNES,Hotel,30.40457015,-86.6180406,,
BROOKS & SHOREY RESORTS CONDOMINIUMS,Hotel,30.40457015,-86.6180406,,
PELICAN ISLE,Hotel,30.3975397,-86.62808431,,
BROOKS APARTMENTS,Hotel,30.54750262,-87.27687588,,
BROOKS APARTMENTS II,Hotel,30.54731411,-87.26698445,,
BROOKS FAMILY PROPERTIES I LLC,Hotel,26.10182896,-80.1383508,,
BROOKS RENTAL,Hotel,28.29445514,-81.46848528,,
COMFORT SUITES MAINGATE EAST,Hotel,28.32879252,-81.51315305,,
BROOKS RENTAL,Hotel,28.25022857,-81.56554972,,
BARBARY COAST APARTMENTS,Hotel,26.14681426,-80.13338259,,
BROOKS APARTMENTS,Hotel,25.48270539,-80.47500965,,
BROOKS RENTAL,Hotel,28.28991796,-81.4650247,,
BROOKS RENTAL,Hotel,28.29847289,-81.67318185,,
BROOKS RENTALS,Hotel,28.37427379,-81.67899272,,
BROOKS RENTAL,Hotel,28.31993809,-81.59428295,,
BOARDWALK,Hotel,28.3188665,-80.60834523,,
BROOKSIDE APARTMENTS LLC,Hotel,27.301602,-82.5262724,,
BROOKSIDE MANOR APARTMENTS,Hotel,27.88799426,-82.27056877,,
BROOKSIDE APARTMENTS,Hotel,29.6572961,-82.50179601,,
BROOKSIDE SQUARE APARTMENTS,Hotel,27.83662506,-82.63569752,,
TANGLEWOOD APARTMENTS I,Hotel,28.55027882,-82.37758748,,
BROOKWOOD CLUB APARTMENTS,Hotel,30.34338569,-81.5326138,,
BROOKWOOD FOREST APARTMENTS,Hotel,30.34130753,-81.53364028,,
KAREN BROOME,Hotel,28.25491568,-81.63902749,,
BROOMFIELD RENTAL,Hotel,28.3680589,-81.66503091,,
PALMS VILLA,Hotel,28.32231973,-81.66337847,,
CHRISTOPHER P BROSIUS,Hotel,28.31715929,-81.61509177,,
BROSKY HOLDINGS LLC,Hotel,25.84525396,-80.28545019,,
SAILFISH MARINA,Hotel,26.77764667,-80.03950721,,
BROTHERTON VACATION RENTAL,Hotel,28.27696629,-81.59149398,,
TULLAIRE APTS,Hotel,25.85342304,-80.1276694,,
HYLEN APTS,Hotel,25.85341807,-80.12782308,,
BLUE SKIES VACATIONS,Hotel,29.74857276,-85.39626109,,
BROUGHTON RENTAL,Hotel,28.27925465,-81.33298296,,
BROWARD 16 INVESTMETNS LLC,Hotel,26.13796839,-80.12611521,,
BROWARD 20 INVESTMENT LLC,Hotel,26.24564152,-80.08811656,,
625 10TH STREET APARTMENTS,Hotel,26.72287714,-80.05790659,,
IDYLWOODS,Hotel,26.10497106,-80.14583755,,
CLUSTER II,Hotel,26.10220672,-80.14546558,,
330-334 NW 43 ST APARTMENTS,Hotel,26.17906243,-80.14930909,,
BROWARD CNTY CMNTY DEV CORP CLUSTER 10,Hotel,26.09668711,-80.14356665,,
BROWARD COUNTY COMM DEV CORP,Hotel,26.2167408,-80.22444681,,
BROWARD HOUSING SOLUTIONS,Hotel,26.1183425,-80.16729635,,
BROWARD CNTY COMNTY DEV CORP CLUSTER 9,Hotel,26.0961721,-80.14349353,,
CLUSTER 6,Hotel,26.27348199,-80.26083812,,
COLLEGE GARDENS APARTMENTS,Hotel,26.03404616,-80.15112269,,
BUILDING BETTER COMMUNITIES INC-OCEAN DRIVE APTS,Hotel,26.23067174,-80.11463967,,
BROWARD HOME BUYERS LLC,Hotel,26.72023732,-80.03899782,,
BROWARD HOUSE,Hotel,26.11735321,-80.15116127,,
BROWARD HOUSE INC,Hotel,26.09865182,-80.13790386,,
BROWARD HOUSE INC,Hotel,26.09812376,-80.13733547,,
BROWARD HOUSE,Hotel,26.09577933,-80.1378639,,
MELROSE PARK,Hotel,26.11999799,-80.19806159,,
ANDREW AND LEANNE BROWN,Hotel,28.27343607,-81.46897339,,
BROWN RENTALS,Hotel,28.32901549,-81.62606429,,
OAK PARK INN,Hotel,27.21551656,-81.86051198,,
R & A APARTMENTS,Hotel,25.82573563,-80.19062994,,
ELIOT WALTON BROWN,Hotel,30.37803683,-86.32667069,,
BROWN RENTAL,Hotel,28.28954131,-81.66647353,,
SUN VIKING LODGE,Hotel,29.18985918,-80.98914738,,
BROWN'S RENTAL,Hotel,28.32513642,-81.62360898,,
HEIDI FELDNER BROWNS,Hotel,28.24245497,-81.60479998,,
HEIDI FELDNER BROWNS,Hotel,28.24265775,-81.60468056,,
BROWN RENTAL,Hotel,28.33739804,-81.49114072,,
BROWN RENTALS,Hotel,28.29808242,-81.46720005,,
JAMES M & LORI P BROWN,Hotel,29.48199632,-81.12813941,,
BROWN'S RENTAL,Hotel,28.34232431,-81.64007411,,
RENTAL,Hotel,30.23099165,-85.90830934,,
B AND B RENTALS AMI LLC,Hotel,27.51012042,-82.71873193,,
BROWN RENTAL,Hotel,28.13407244,-81.62880725,,
BROWN'S RENTAL,Hotel,28.32008644,-81.61686471,,
BROWN FOX APARTMENTS,Hotel,29.0171445,-80.88482857,,
ALIKI TOWNHOUSE UNIT,Hotel,29.49279895,-81.13361263,,
RUBY ROAD RENTALS,Hotel,30.49142348,-84.32246244,,
CLEARVIEW APARTMENTS,Hotel,30.36143895,-87.34367231,,
BROWN RENTAL,Hotel,28.28820417,-81.45528834,,
BROWN RENTAL,Hotel,28.31554069,-81.34711485,,
BROWN'S RENTAL,Hotel,28.29733573,-81.45815049,,
BROWN RENTAL,Hotel,26.18455992,-80.12971478,,
BROWN RENTALS,Hotel,28.34723683,-81.67786333,,
BROWN VACATION RENTALS,Hotel,28.42599216,-81.44652841,,
ANNA MARIA BEACH VILLA,Hotel,27.52899576,-82.73944428,,
BROWN RENTAL,Hotel,28.31853719,-81.59428377,,
BROWN RENTAL,Hotel,28.27471888,-81.66716538,,
DANUBE VILLAGE APARTMENTS,Hotel,28.53572679,-81.30805142,,
GEORGETTE,Hotel,29.66586921,-84.85255863,,
HOLIDAY INN EXPRESS,Hotel,28.03351094,-82.10378609,,
HARMONY SOL,Hotel,24.55486384,-81.79066182,,
WYNDHAM BAY POINT RESORT,Hotel,30.1391619,-85.72332263,,
WYNDHAM BAY POINT RESORT,Hotel,30.1391619,-85.72332263,,
KATH CAI,Hotel,28.32465219,-81.62775596,,
RENTAL,Hotel,28.32005153,-81.6014769,,
CAIN COHEN PARTNERSHIP SUMMIT,Hotel,30.1682203,-85.79361755,,
VILLAGER,Hotel,28.56951874,-81.37504097,,
CAIRNEY RENTAL,Hotel,28.29988453,-81.67801798,,
SEYCHELLES 1401,Hotel,29.13749805,-80.96166474,,
CAIRNS RENTAL,Hotel,28.34273477,-81.63858676,,
CAIRNS APARTMENT,Hotel,25.78209048,-80.20156246,,
MOIRA CAIRNS RENTAL,Hotel,28.12924812,-81.62917406,,
CAIRNS RENTAL,Hotel,28.39634501,-81.69109048,,
CAISA LLC,Hotel,28.33635659,-81.49843068,,
TRUMAN GARDENS,Hotel,24.55503958,-81.79336619,,
CAKE RENTALS,Hotel,28.29756071,-81.46506806,,
KEY WEST 2,Hotel,24.55254031,-81.80421204,,
HICKORY OAKS APARTMENTS,Hotel,29.15643333,-82.18329688,,
CALABRIA PARTNERS LLC,Hotel,25.76273898,-80.25614038,,
CAPTAINS HEADQUARTERS,Hotel,24.55975948,-81.80145123,,
CALAIS DEVELOPMENT LLC,Hotel,25.85386764,-80.14143723,,
CALAMARI RENTALS,Hotel,28.32308725,-81.46188869,,
OSMAN APTS,Hotel,25.765062,-80.19660347,,
OSMAN APTS,Hotel,25.83556237,-80.29645914,,
CALASETTA DEVELOPMENT LLC,Hotel,25.7129059,-80.29131452,,
SANDY RIDGE,Hotel,28.25168716,-81.56186732,,
ARCHITEXTURE LLC,Hotel,26.05629869,-80.13474246,,
JOYCE CALCUTTA VACATION RENTAL HOME,Hotel,26.60220881,-81.97653527,,
ORLEANS APTS,Hotel,27.73896509,-82.7089288,,
CALDERON RENTAL,Hotel,25.76781024,-80.20172171,,
1808 APTS,Hotel,25.76955401,-80.22500749,,
MAGNOLIA APARTMENTS,Hotel,29.14832796,-80.99237005,,
SUN-GLOW APTS,Hotel,26.14436843,-80.13654928,,
CASA ALLEGRE,Hotel,26.13031951,-80.14253006,,
536 APARTMENTS,Hotel,26.12924544,-80.14249229,,
CASA D'ORA APARTMENTS,Hotel,26.12897048,-80.14248288,,
735 APTS,Hotel,26.13289562,-80.13923722,,
GULFVIEW CONDO,Hotel,30.37946122,-86.39499948,,
DICKENS HOUSE BED & BREAKFAST,Hotel,27.78062163,-82.63041449,,
MR & MRS CALDWELL,Hotel,28.2777918,-81.46232227,,
CALDWELL RENTAL,Hotel,28.21383021,-81.56525773,,
CALEX ENTERPRISES,Hotel,25.77192361,-80.27165484,,
DIANE CALFEE,Hotel,28.84010903,-82.33549688,,
COMFORT SUITES,Hotel,29.20705976,-82.18604316,,
DAYS INN,Hotel,29.20831435,-82.18576287,,
ON THE RIVER,Hotel,28.80025134,-82.59748301,,
CALI GIRL PROPERTIES LLC,Hotel,27.80896762,-82.60808995,,
CALIMARY RENTALS,Hotel,28.3890067,-81.49676149,,
CALIENTE,Hotel,28.25474436,-82.46446134,,
CALIENTE,Hotel,28.25474436,-82.46446134,,
CALIENTE,Hotel,28.25474436,-82.46446134,,
CALINI BCH CLUB,Hotel,27.24942713,-82.53475549,,
CALLE GATO OCHO,Hotel,26.72157037,-80.03998565,,
SWANNS COVE APARTMENTS,Hotel,28.03099181,-81.93108653,,
CONRAD APTS,Hotel,25.81717526,-80.19495079,,
MARK AND GEORGIANA CALLERAN,Hotel,28.25204568,-81.59506971,,
LUCY APARTMENTS,Hotel,24.71665444,-81.06936856,,
BELVEDERE INN,Hotel,25.98719449,-80.20710564,,
CALO RENTAL,Hotel,28.31867823,-81.59804445,,
CALO RENTAL,Hotel,28.31867805,-81.59788903,,
CALOOSA COVE,Hotel,24.84975044,-80.73818489,,
CALOOSA FIRST LANE LLC,Hotel,26.52832972,-81.93432374,,
CALTABUSETTA LLC,Hotel,29.66321993,-84.87256516,,
SAND GLO VILLAS,Hotel,27.84803198,-82.84363702,,
CALVERT RENTAL,Hotel,28.28651147,-81.65806263,,
DESIRABLE VILLAS,Hotel,28.26414582,-81.6663539,,
VILLAGE GREEN APARTMENTS,Hotel,29.68258017,-82.30487168,,
CALVIN RENTAL,Hotel,28.31943463,-81.6087291,,
CALVO FAMILY TRUST,Hotel,28.24855049,-81.64136278,,
SIXTO APTS,Hotel,25.76641549,-80.2167622,,
SPRINGHILL SUITES BY MARRIOTT,Hotel,28.33866372,-81.48271023,,
CAM VACATIONS LLC,Hotel,28.21495985,-81.56465555,,
CAMACHO FAMILY LLLP,Hotel,26.16741907,-80.09825926,,
CAMACHO FAMILY LLLP,Hotel,26.14676513,-80.10197085,,
CAMACHO'S RENTALS,Hotel,28.31532378,-81.61236839,,
PROFESSIONAL MANAGEMENT INC,Hotel,25.77369575,-80.21840386,,
BAYRIDGE APARTMENTS,Hotel,25.88051678,-80.29054812,,
JOSE A DORNELLAS CAMARA,Hotel,28.23836925,-81.60293714,,
VISTA VILLA,Hotel,25.85127847,-80.12162713,,
BRITTANY MARIE INC I & II,Hotel,25.85522472,-80.12203021,,
BRITTANY MARIE INC I & III,Hotel,25.85558196,-80.12349391,,
CAMARDA-EICKHORN RENTAL,Hotel,25.02247681,-80.51256975,,
BAYVIEW COTTAGE APARTMENTS,Hotel,30.17689539,-85.70808222,,
CAMBRIDGE APTS,Hotel,25.69899683,-80.29443431,,
CAMBRIDGE COVE APARTMENTS,Hotel,28.07504491,-81.98833045,,
CAMBRIDGE MANOR APTS,Hotel,30.46646679,-83.4233261,,
CAMBRIDGE RENTAL,Hotel,28.23868333,-81.59513959,,
CAMBRIDGE SQUARE OF LAUD LAKE,Hotel,26.15280166,-80.20180049,,
SONESTA FORT LAUDERDALE,Hotel,26.13748194,-80.10358628,,
SONESTA ES SUITES ORLANDO,Hotel,28.44251723,-81.47113624,,
CAMBRIDGE WOODS SOUTH,Hotel,28.07643217,-82.41606113,,
CAMBRIDGE WOODS (NORTH),Hotel,28.07643217,-82.41606113,,
CAMDEN AVENTURA,Hotel,25.95124698,-80.13856676,,
PARK AT LEE VISTA (THE),Hotel,28.47396832,-81.30361894,,
CRESCENT CLUB APARTMENTS,Hotel,28.50130632,-81.40165799,,
AXIS WELLINGTON GREEN,Hotel,26.64678015,-80.21259917,,
CAMDEN BOCA RATON,Hotel,26.34838919,-80.08648662,,
CAMDEN WESTCHASE PARK,Hotel,28.06040572,-82.62865335,,
CAMDEN WORLD GATEWAY,Hotel,28.35014242,-81.49856458,,
CAMDEN LAVINA,Hotel,28.43499056,-81.25485565,,
CAMDEN TOWN SQUARE,Hotel,28.33508574,-81.52752957,,
CAMDEN PRESERVE,Hotel,27.87296051,-82.52669449,,
CAMDEN WESTSHORE,Hotel,27.89398693,-82.52675166,,
CAMDEN WOODS,Hotel,27.99206658,-82.55761366,,
RENAISSANCE POINTE,Hotel,28.64603525,-81.41906565,,
CAMDEN PLACE APTS,Hotel,30.46427739,-84.34195044,,
CAMDEN ROYAL PALMS APARTMENTS,Hotel,27.9034666,-82.29637002,,
CAMDEN BAY,Hotel,28.00844382,-82.61223553,,
CAMDEN VISCONTI,Hotel,27.92664471,-82.34075767,,
CAMDEN DORAL VILLAS,Hotel,25.81544368,-80.38170368,,
CAMDEN PLANTATION,Hotel,26.13376256,-80.29534418,,
CAMDEN HUNTERS CREEK,Hotel,28.3747554,-81.42818146,,
CAMDEN PORTOFINO,Hotel,26.00969386,-80.29198675,,
CAMDEN MONTAGUE,Hotel,28.02852903,-82.5945475,,
CAMES RENTAL,Hotel,28.30952447,-81.47467212,,
CAMECHIS APTS,Hotel,30.43997632,-84.27603546,,
CARMELIA APARTMENTS,Hotel,25.93065156,-80.18083209,,
CAMELLIA GARDENS APTS,Hotel,30.9703972,-87.24743986,,
CAMELLIA POINTE,Hotel,28.52223066,-81.29782329,,
CAMELLIA PROPERTIES,Hotel,27.475394,-82.70214409,,
CAMELOT APARTMENTS,Hotel,29.64952577,-82.37320091,,
CAMELOT APARTMENTS,Hotel,27.79965833,-82.64120802,,
CAMELOT BY THE SEA,Hotel,27.6944307,-82.7374384,,
CAMELOT BY THE SEA,Hotel,27.69488348,-82.73717939,,
CAMELOT COURT APARTMENTS,Hotel,25.79942394,-80.18783928,,
CAMELOT ONE CORPORATION,Hotel,25.88347066,-80.29008034,,
321 JEFFERSON AVE,Hotel,25.77275438,-80.13679369,,
"CAMERA, COURTNEY & MICHAEL",Hotel,24.55384609,-81.80526932,,
POMPANO GREENS,Hotel,26.21107823,-80.12999314,,
CAMERON CREEK LTD,Hotel,25.45139293,-80.50059524,,
CENTRAL FLORIDA VILLA RENTALS,Hotel,28.13560077,-81.63246396,,
CAMERON RENTAL,Hotel,26.41928312,-81.89662577,,
CAMERON RENTALS,Hotel,28.32313274,-81.6829741,,
CAMERON RENTALS,Hotel,28.32538821,-81.68087328,,
PARK OF GIBRALTAR,Hotel,27.98568955,-82.73197077,,
LORETTA CAMERON,Hotel,28.37146029,-81.67975132,,
CAMERON RENTAL,Hotel,27.75297316,-82.6362543,,
CAMILAND APARTMENTS LLC,Hotel,25.76717928,-80.22198099,,
"CAMILO RODRIGUES, LAERCIO",Hotel,28.39857741,-81.46371655,,
CAMINO HOUSE LLC,Hotel,26.34146503,-80.09550153,,
MERMAIDS FOLEY,Hotel,26.45512871,-81.95910439,,
CAMMIN'S RENTAL,Hotel,28.27575627,-81.46813244,,
CAMP HAVEN INC,Hotel,27.65217173,-80.40071926,,
VILLA (THE),Hotel,29.23759811,-81.01899084,,
CASA PL APARTMENTS,Hotel,30.24229386,-85.92711884,,
CAMP RENTAL,Hotel,27.89320595,-82.84871901,,
KAKIS COTTAGE,Hotel,29.64993888,-84.88964798,,
SECOND WIND,Hotel,29.65788378,-84.87276129,,
FINDERS KEEPERS,Hotel,29.65170793,-84.88762815,,
CAMPAGNA PROPERTIES,Hotel,29.66600196,-84.86110914,,
CORINTH RENTAL,Hotel,28.32363383,-81.59351916,,
CAMPAGNA RENTAL,Hotel,29.65786108,-84.87802234,,
MY KINDA PARADISE,Hotel,29.65735645,-84.87397997,,
CAPTAIN N CREW,Hotel,29.65766654,-84.87723176,,
GAIL CAMPANARO,Hotel,30.37765233,-86.36713211,,
CAMPANELLA RENTAL,Hotel,28.31451664,-81.44369802,,
HOLIDAY MOTEL,Hotel,25.76251424,-80.31359269,,
CAMPANITA ALEXON LLC,Hotel,28.32717718,-81.58770844,,
CAMPBELL SMITH RENTALS,Hotel,28.25238284,-81.64281982,,
CAMPBELL RENTAL,Hotel,28.33021369,-81.60357548,,
WATER'S EDGE APARTMENTS,Hotel,29.15831629,-80.97362953,,
STEAMBOAT VILLA 333,Hotel,28.2950162,-81.67418546,,
CAMPBELL RENTAL,Hotel,28.31814547,-81.59454252,,
CAMPBELL VACATION RENTAL,Hotel,28.31984675,-81.59757716,,
BAYSHORE APTS,Hotel,28.02361877,-82.78922866,,
CAMPBELL'S RENTAL,Hotel,28.32294882,-81.59409502,,
CAMPBELL RENTAL,Hotel,28.32269249,-81.59330223,,
CAMPBELL RENTALS,Hotel,28.32960149,-81.49491728,,
COUNTRY PARADISE,Hotel,27.98818186,-80.61964208,,
CAMPBELL RENTALS,Hotel,28.29009146,-81.67581731,,
CAMPBELL RENTAL,Hotel,28.31800746,-81.61411787,,
WILLIAM AND RACHEL CAMPBELL,Hotel,28.27592504,-81.66863812,,
RODRIGUEZ APTS,Hotel,25.83307762,-80.1868622,,
8942 MAJESTY RENTAL,Hotel,28.33476186,-81.64639528,,
CAROL CAMPIGOTTO,Hotel,28.26031225,-81.65498817,,
BUTLER MANOR TOWNHOMES,Hotel,30.15853244,-85.58826144,,
CAMPO APTS,Hotel,25.86028022,-80.26536176,,
GOLDEN ARMS,Hotel,29.04229667,-80.89829609,,
1465 APARTMENTS,Hotel,25.77166148,-80.2192032,,
CAMPOS APARTMENTS,Hotel,26.60440711,-80.09392101,,
CAMPS APARTMENTS,Hotel,25.76803569,-80.22358764,,
CAMPUS CROSSINGS AT COLLEGE STATION,Hotel,28.57922198,-81.20662186,,
CAMPUS CLUB,Hotel,28.06819869,-82.39195107,,
SOCIAL28,Hotel,29.64934013,-82.33785591,,
SOCIAL28,Hotel,29.6491871,-82.33925188,,
CAMPUS HIGHLANDS,Hotel,30.41586593,-84.27681343,,
CAMPUS VIEW APARTMENTS,Hotel,30.43966772,-84.31191779,,
STADIUM VIEW CONDOMINUMS,Hotel,30.43849422,-84.30001368,,
CAMPUS VIEW PLACE,Hotel,29.64256021,-82.33812613,,
CAMPUS CROSSINGS AT ALAFAYA,Hotel,28.58218133,-81.20980338,,
CANOPY COTTAGE,Hotel,30.31918246,-86.13065992,,
MALAK RENTALS,Hotel,28.34465565,-81.63726152,,
HOLIDAY INN EXPRESS,Hotel,28.90993289,-81.27495592,,
QUALITY SUITES ORLANDO,Hotel,28.45424609,-81.46916779,,
CANAL STREET APARTMENTS LLC,Hotel,25.82253175,-80.28163394,,
CASA DI NICOLA,Hotel,26.56055909,-81.95666208,,
CANCELA RENTAL,Hotel,24.9799982,-80.54766731,,
CANCINO,Hotel,28.23188074,-81.57761368,,
M & R APARTMENTS,Hotel,25.77651153,-80.13579205,,
CANDD LAND LLC,Hotel,28.25132106,-81.58057109,,
CANDD LAND LLC,Hotel,28.25105739,-81.58096213,,
RENTAL,Hotel,28.25199471,-81.58194455,,
CANDEBAT VACATION RENTAL,Hotel,28.39441304,-81.68961204,,
PENNY FARTHING INN,Hotel,29.89027267,-81.31481707,,
N LAKE AVE,Hotel,28.04983444,-81.94925429,,
CANDLE LIGHT SQUARE APTS,Hotel,30.29961695,-81.63177102,,
CANDLELIGHT APTS #2244,Hotel,28.54322362,-82.40558292,,
CANDLELIGHT 2 APARTMENTS #2447,Hotel,28.54322362,-82.40558292,,
CANDLEWOOD HOTEL,Hotel,25.80027379,-80.34047257,,
CANDOCIA APTS,Hotel,25.84825679,-80.29718959,,
CANDY PALM LLP RENTAL,Hotel,28.3360853,-81.64708486,,
SALERNO'S RENTAL,Hotel,28.31154107,-81.61238365,,
CANE PALM BEACH CONDO,Hotel,26.45720734,-81.96110711,,
