name,landmark,lat,long,user_created,user_saved
538 NE 82ND TERRACE LLC,Hotel,25.85062066,-80.18567056,,
5475 MIAMI LLC,Hotel,25.82594174,-80.19401351,,
"54TH STREET INVESTMENTS, LLC.",Hotel,25.82572224,-80.19108423,,
JASPER APARTMENTS,Hotel,27.93114392,-82.78663917,,
55 STREET REALTY LLC,Hotel,25.82638496,-80.19514151,,
5500 MIAMI LLC,Hotel,25.82620524,-80.19643173,,
551 NE 61 ST,Hotel,25.83284119,-80.18522837,,
SANDY LANE APARTMENTS,Hotel,27.9118086,-82.74456068,,
AVESTA CORONADO SPRINGS,Hotel,26.64594061,-80.10431133,,
LUXURY MIAMI BEACH APARTMENTS,Hotel,25.77561903,-80.1385737,,
560 SOMBRERO BEACH ROAD LLC,Hotel,24.69648307,-81.08010973,,
FAIRFIELD INN & SUITES ORLANDO,Hotel,28.48210627,-81.45662966,,
5615,Hotel,25.82794928,-80.18605615,,
5621 PLUNKETT APTS,Hotel,25.91127415,-80.23066796,,
5621 PLUNKETT INC,Hotel,25.91179621,-80.2307548,,
SANSTONE APARTMENTS,Hotel,25.84407651,-80.29339639,,
PRIDE AND JOY NORTH,Hotel,27.96813735,-80.50841054,,
57 FRONT ST INC,Hotel,24.55477812,-81.80671014,,
5730 FOURTH AVE APARTMENTS,Hotel,24.56964339,-81.73501009,,
5755 VILLAS LLC,Hotel,25.82821156,-80.20795927,,
577 PROPERTY LLC,Hotel,25.76919282,-80.20406933,,
SUNRISER APARTMENTS,Hotel,26.14821782,-80.22956812,,
58090 LLC,Hotel,24.75932486,-80.9550564,,
QUEEN ANNE APARTMENTS,Hotel,27.80758157,-82.69888647,,
CASA GRANDE,Hotel,27.80760103,-82.69825541,,
586 AZALEA LLC,Hotel,27.6521295,-80.36280391,,
AVESTA MADEIRA GROVE,Hotel,27.82251882,-82.71379199,,
59 A & T ENTERPRISE LLC,Hotel,25.8297716,-80.19417578,,
590 EAGLE POINTE SOUTH LLC,Hotel,28.28151476,-81.46738642,,
590 PNC LLC,Hotel,26.11397025,-80.17751421,,
1250 APTS,Hotel,25.83025985,-80.21770554,,
5TH AVENUE COURTYARD,Hotel,27.77776468,-82.64592983,,
600 12TH STREET LLC,Hotel,25.78274655,-80.13438426,,
600 72ND STREET LLC,Hotel,25.85686643,-80.12445545,,
600 DALE LLC,Hotel,25.76757712,-80.20946812,,
COSMOPOLITAN,Hotel,25.78727591,-80.13440006,,
600 PLAZA & MOTEL (THE),Hotel,26.01557526,-80.11553536,,
VILLA TERESA ON THE RIVER,Hotel,26.1637261,-80.13771287,,
6026 MAYO LLC,Hotel,25.9973157,-80.20793663,,
POLK STREET APARTMENTS,Hotel,26.0126668,-80.20910423,,
6033 MIRAMAR LLC,Hotel,25.97855081,-80.22658279,,
6055 CORP APTS,Hotel,25.87996733,-80.32783341,,
6072594 DELAWARE INC,Hotel,28.37316763,-81.67794088,,
MIAMI MANSION MOTEL,Hotel,25.81411101,-80.26841238,,
613 DOWNTOWN DELRAY LLC,Hotel,26.46944261,-80.06647185,,
6141 RESIDENTIAL LLC,Hotel,25.97649198,-80.20986579,,
615 1/2 DUVAL ST #1,Hotel,24.55440536,-81.80162834,,
"615, LLC",Hotel,25.76742901,-80.21420773,,
616 AND 621 LLC,Hotel,26.23754693,-80.12946966,,
616 AND 621 LLC,Hotel,26.237552,-80.12990601,,
618 NE 8TH AVE LLC,Hotel,26.13074008,-80.13484721,,
62 BIRD LCC,Hotel,25.73344148,-80.2941604,,
62 BIRD LLC,Hotel,25.73339961,-80.29520089,,
620 S BROADWAY,Hotel,26.5800243,-80.05642823,,
620 SW RENTAL LLC,Hotel,25.76705787,-80.22141172,,
6225 HARRISON LLC,Hotel,28.24925125,-82.71007658,,
PENTHOUSE 623 DUVAL ST LLC,Hotel,24.5543942,-81.80119312,,
623 NE 5 AVE LLC,Hotel,26.13065456,-80.13916034,,
CAROUSEL INN,Hotel,26.42225909,-81.90555034,,
MONUMENTAL MOVIE LAND,Hotel,28.4621657,-81.46708438,,
6241 & 6265 W 22 CT LLC,Hotel,25.87922292,-80.32777621,,
625 NORTHEAST FIRST ST APTS,Hotel,29.6575597,-82.32365505,,
626 & 825 SOUTH FEDERAL LLC,Hotel,26.66706615,-80.05792786,,
629 LAND TRUST,Hotel,29.64606229,-82.41503108,,
629 SW 10TH AVENUE APARTMENTS,Hotel,25.76725731,-80.2110401,,
HILLTOP APARTMENTS,Hotel,26.71219029,-80.0584222,,
6300 WEST FLAGLER LLC,Hotel,25.77034488,-80.29846531,,
6315 LLC,Hotel,25.83387749,-80.19996746,,
MELROSE APARTMENT RENTALS,Hotel,26.72454249,-80.11789197,,
635 11TH ST,Hotel,25.78196137,-80.13447077,,
64 ISLE OF VENICE LLC,Hotel,26.122752,-80.12028801,,
GROVE VILLAS,Hotel,29.6402097,-82.41118329,,
OCEAN BREEZE CLUB HOTEL,Hotel,29.23701592,-81.01249807,,
6460 S ATLANTIC LLC,Hotel,28.95505766,-80.8424141,,
649 WILLIAM ST LLC,Hotel,24.55573157,-81.79719922,,
6495 INDIAN CREEK LLC,Hotel,25.84808053,-80.12100987,,
DODIE APARTMENTS,Hotel,25.77677144,-80.13643534,,
650 NE 64TH TERRACE LLC,Hotel,25.83550618,-80.18269613,,
"652 APARTMENTS, LLC",Hotel,25.85357592,-80.18387037,,
AVESTA HOMES LLC,Hotel,27.81946442,-82.7271333,,
AVESTA NORTHRIDGE,Hotel,27.82004186,-82.72598294,,
6537324 CANADA INC,Hotel,28.39489217,-81.6861604,,
660 BRYANT LLC,Hotel,27.19316208,-80.25855337,,
666 NE 80 STREET LLC,Hotel,25.84847839,-80.1833368,,
5TH AVENUE APARTMENTS,Hotel,27.77689975,-82.73027178,,
6694 5TH AVE N LLC,Hotel,27.77690143,-82.73044658,,
670 MIDTOWN APARTMENTS,Hotel,25.82660967,-80.20736543,,
6717 TUSCANY LLC,Hotel,25.8264679,-80.19374008,,
676 SW 2ND ST APARTMENTS,Hotel,25.77177693,-80.20556538,,
HUDSON APTS,Hotel,28.35677007,-82.70224508,,
6838 ABBOTT AVENUE LLC,Hotel,25.85305036,-80.12250369,,
6860 HARDING AVENUE LLC,Hotel,25.8535261,-80.12158824,,
6891 BAY DR LLC,Hotel,25.85464831,-80.12660722,,
WELK ARMS APARTMENTS,Hotel,27.81489574,-82.73227471,,
690 NW 9 AVE LLC,Hotel,25.99273174,-80.16076529,,
6915 INDIAN CREEK LLC,Hotel,25.8545548,-80.12376998,,
FORTY EIGHT APARTMENTS,Hotel,29.64685868,-82.41665177,,
CARLYLE APARTMENTS,Hotel,25.85530801,-80.12386289,,
6981 INDIAN CREEK DR LLC,Hotel,25.85555969,-80.12449361,,
7 MAN-O-WAR DRIVE LLC,Hotel,24.70125834,-81.07825024,,
7 MAYO LLC,Hotel,25.99724487,-80.20244006,,
SEVEN SEAS RESORT,Hotel,29.18862496,-80.98851977,,
700 5TH STREET NORTH II LLC,Hotel,27.7796308,-82.64087077,,
700 85TH ST APARTMENTS LLC,Hotel,25.86955056,-80.12648758,,
ED 441,Hotel,25.801883,-80.18753359,,
700 MIAMI PARTNERS LLC,Hotel,25.7990125,-80.18583921,,
700 SOUTH BROADWAY LLC,Hotel,26.57926408,-80.05644473,,
700 WEST 16 LLC - APARTMENTS,Hotel,25.83593569,-80.29617022,,
701 SW 14 AVENUE FTL LLC,Hotel,26.1128075,-80.15987285,,
701-731 SW 5TH STREET LLC,Hotel,25.76919154,-80.20650431,,
HARMONY HOUSE APARTMENTS,Hotel,27.83606021,-82.63854127,,
7050 FLAGLER,Hotel,25.76972458,-80.30991541,,
CHELSEA HOUSE POOL AND GARDENS,Hotel,24.55304676,-81.79674643,,
CHELSEA HOUSE POOL & GARDENS,Hotel,24.55281815,-81.79732541,,
7110 BONITA DRIVE LLC,Hotel,25.85620647,-80.12654455,,
AVESTA FOREST OAKS,Hotel,28.62156674,-81.41666625,,
7136 BUILDING,Hotel,25.84015167,-80.22301666,,
714 NE 85 ST PROPERTIES LLC,Hotel,25.85329964,-80.18225023,,
7160 BUILDING LLC,Hotel,25.84037873,-80.22302335,,
7160 BUILDING LLC,Hotel,25.83977681,-80.22300023,,
PARADISE HARBOR CONDOMINIUM UNIT #1,Hotel,24.5603029,-81.7890275,,
PARADISE HARBOR CONDOMINIUM UNIT #6,Hotel,24.5603029,-81.7890275,,
PARADISE HARBOR CONDOMINIUM UNIT #2,Hotel,24.5603029,-81.7890275,,
PARADISE HARBOR CONDOMINIUM UNIT #2,Hotel,24.5603029,-81.7890275,,
PARADISE HARBOR CONDOMINIUM UNIT #3,Hotel,24.5603029,-81.7890275,,
720 85 ST CORPORATION,Hotel,25.86953907,-80.12679614,,
720 JADE LLC,Hotel,25.76871552,-80.20637822,,
720 N STREET CONDOMINIUM,Hotel,26.70256459,-80.05837659,,
TROUVILLE ESPLANADE APARTMENTS,Hotel,25.85345696,-80.13822528,,
722 OCEAN RESERVE LLC,Hotel,25.95558264,-80.121278,,
CHOICE HOTELS - ECONOLODGE PENSACOLA,Hotel,30.49921716,-87.22933358,,
727 ACQUISITION LLC,Hotel,25.77741067,-80.13207655,,
727 DOWNTOWN APARTMENTS LLC,Hotel,27.77962786,-82.64424514,,
729 MERIDIAN AVE LLC,Hotel,25.77761181,-80.13583759,,
729 SOUTHWEST LLC,Hotel,25.77110427,-80.20656851,,
"NORTH SHORE PARK APARTMENTS, LLC",Hotel,25.85854503,-80.1243183,,
7311 BYRON ASSOCIATES LLC,Hotel,25.85865872,-80.12301057,,
74 HUTTON CORP,Hotel,25.7704683,-80.20956951,,
AVESTA PARK VILLAGE,Hotel,30.18120488,-81.70156775,,
7411 CARLYLE LLC,Hotel,25.85974088,-80.1242744,,
OCEAN SURF,Hotel,25.86019109,-80.1201908,,
OCEAN SURF,Hotel,25.8603275,-80.12019768,,
745 NE 15TH AVENUE LLC,Hotel,26.13349384,-80.12885802,,
ABANILLA RENTAL,Hotel,28.27329311,-81.66486286,,
ABBAS RENTAL,Hotel,28.32072724,-81.680141,,
JOEYS APARTMENTS,Hotel,26.61932234,-80.10072122,,
ABBEY HOTEL,Hotel,25.79655321,-80.13008531,,
ABBEY HOTEL,Hotel,25.79655321,-80.13008531,,
ABBEY LANE APTS,Hotel,28.00664218,-81.75237246,,
BUILDING 8450 LLC,Hotel,25.85272338,-80.1967974,,
COURTYARD APARTMENTS,Hotel,28.90352258,-82.58128091,,
BEACHSIDE APARTMENTS,Hotel,29.03821342,-80.90304353,,
MORGAN ABBOTT,Hotel,24.55586606,-81.79723973,,
MORGAN ABBOTT,Hotel,24.55586606,-81.79723973,,
JOHN ABBOTT,Hotel,28.25724726,-81.56515582,,
PALM TOWNHOUSE APTS,Hotel,29.16689219,-80.99843188,,
SEA VIEW APTS,Hotel,26.22828633,-80.09147803,,
ABBOTT'S RENTAL,Hotel,28.31369966,-81.61355582,,
KEYS VACATIONS LLC,Hotel,24.73128714,-81.02688118,,
WEST BRIAR APARTMENTS,Hotel,27.47541715,-82.58737876,,
OAK LAKE APARTMENTS,Hotel,26.62884617,-81.87551172,,
76TH AVENUE APARTMENTS,Hotel,27.84056108,-82.69514953,,
ABDALAD RENTALS,Hotel,28.32399386,-81.59327565,,
ABDALLA RENTALS,Hotel,28.3328538,-81.62857088,,
ABDE LLC,Hotel,26.60585186,-81.87283631,,
ABDE LLC,Hotel,26.61639027,-81.87294034,,
ABE & K MIAMI LLC,Hotel,25.93000549,-80.15866611,,
1999 NE 168 ST,Hotel,25.9308986,-80.16038735,,
ABE PROPERTY CORP,Hotel,25.77078041,-80.21672615,,
ABEB LAKES LLC,Hotel,25.81326574,-80.26902701,,
PALMS OF DESTIN RESORT & CONFER CTR,Hotel,30.38909297,-86.4564027,,
CASA MARINA APARTMENTS,Hotel,27.93238204,-82.45726342,,
R & Z RENTALS,Hotel,28.3573603,-80.60802994,,
RED DOT PROPERTIES LLC,Hotel,30.17840035,-85.81061102,,
ABERDEEN APTS,Hotel,30.30163068,-81.69876233,,
ABERMETY RENTAL,Hotel,28.33778214,-81.48462836,,
ATLANTIC CT APTS,Hotel,26.55851834,-81.9592115,,
ABEY MARTINS,Hotel,25.46313521,-80.43137765,,
ODC APT BUILDING,Hotel,25.76703415,-80.21384025,,
CADILLAC MOTEL,Hotel,27.36981818,-82.55308951,,
ABILITIES AT MORINGSIDE II INC,Hotel,27.94711092,-82.73279047,,
MAYFAIR VILLAGE APARTMENTS,Hotel,30.30335172,-81.62726517,,
OAKLAND TERRACE,Hotel,30.33329403,-81.63865797,,
VILLAGE ON WILEY,Hotel,30.27832082,-81.76082334,,
"320 HENDRICKS, LLC",Hotel,26.1262689,-80.12175632,,
FOUNTAIN INN,Hotel,29.23936827,-81.03722329,,
7 HEAVEN VACATION,Hotel,28.31651838,-81.48032853,,
ABL HOMES CHICAGO LLC,Hotel,26.14276638,-80.13094712,,
1151 NE 16TH CT,Hotel,26.14839548,-80.13167887,,
ABL HOMES FORT LAUDERDALE LLC,Hotel,26.14554619,-80.13947576,,
835 NE 18TH CT,Hotel,26.1521828,-80.13442788,,
TIDEWATER BEACH RESORT,Hotel,30.22037684,-85.88736697,,
ABOSI RENTAL,Hotel,28.3194197,-81.67934603,,
VANDRE FERREIRA ABOSSAMRA,Hotel,28.33635739,-81.49816542,,
212 MAJORS LN,Hotel,28.32343783,-81.34429316,,
BURNS RENTAL,Hotel,28.31986035,-81.59581261,,
GLEN J ABRAHAM APARTMENTS,Hotel,27.45570031,-80.34992444,,
CALABAY PARC GETAWAY,Hotel,28.13338426,-81.63086656,,
PK AND CA ABRAHAM WM AND SK SCHARBER,Hotel,28.7764646,-82.6241787,,
ABRAMS RENTAL,Hotel,29.59560085,-81.21628738,,
ABRAMS VACATION RENTALS,Hotel,28.32479022,-81.59350944,,
BLDG 5776,Hotel,25.87499245,-80.33454921,,
ABREU APARTMENTS,Hotel,25.77728673,-80.20878207,,
AGS PAIVA LLC,Hotel,28.33653561,-81.6464081,,
ECONOMY INN,Hotel,28.03298852,-82.43838099,,
ABUNAB RENTAL,Hotel,28.21359972,-81.5533436,,
AC AND FERNANDES RENTAL,Hotel,28.33450696,-81.64744278,,
LOREE APARTMENTS,Hotel,30.24712395,-81.55567964,,
BIRCH BEACH VILLA,Hotel,26.15324588,-80.1024503,,
CASH RENTALS,Hotel,28.27115332,-81.66506093,,
YAO RENTALS,Hotel,28.32415392,-81.46533288,,
ACACIA POOLS INC,Hotel,28.22588257,-81.49838799,,
ACACIA POOLS INC,Hotel,28.22588257,-81.49838799,,
WATSON RENTALS,Hotel,28.39074081,-81.69602963,,
ACAMPORA JAMES,Hotel,28.66129602,-81.38239655,,
COLLEGE CLUB TOWNHOUSES,Hotel,30.40960829,-84.28208077,,
2ND AVENUE CENTRE,Hotel,29.65318437,-82.32948589,,
2ND AVE CENTRE - SOUTH BLOCK,Hotel,29.64891691,-82.32974701,,
UNIVERSITY CLUB,Hotel,29.62566405,-82.35762409,,
COUNTRY CLUB APARTMENTS,Hotel,28.37731489,-80.70199855,,
ELM TRACE APARTMENTS,Hotel,29.20400162,-82.08210431,,
5831 SW 36 CT APTS,Hotel,26.07696625,-80.22433164,,
QUALITY INN,Hotel,27.61892288,-80.38771347,,
ACCORD REAL ESTATE GROUP INC,Hotel,26.48918277,-82.01098503,,
GREENS AT COLLEGE CLUB,Hotel,30.4084786,-84.28261497,,
NEVADA HOTEL,Hotel,26.02562443,-80.11550972,,
BEACH ROOMS - HOLLYWOOD BEACH,Hotel,26.02313177,-80.11574661,,
CHERI COURT APARTMENTS,Hotel,28.22702389,-82.72425412,,
ACE HOSPITALITY LLC,Hotel,28.28551293,-81.60576175,,
ACE IN WYNWOOD,Hotel,25.80418574,-80.19828876,,
ACE REAL ESTATE GROUP II,Hotel,26.1228154,-80.13469045,,
ACE REAL ESTATE VENTURES LLC,Hotel,25.75399764,-80.22267475,,
HAMLET AT WEST HAVEN,Hotel,28.25083777,-81.64951531,,
ACEVEDO INVESTMENT,Hotel,25.847613,-80.2835204,,
ACEVEDO RENTAL,Hotel,28.3010696,-81.47091049,,
ACHOHRA RENTAL,Hotel,28.31491304,-81.68039696,,
ACHU INVESTMENTS LLC,Hotel,27.75817819,-82.64925221,,
APTS-BOWIE,Hotel,25.60432402,-80.35467011,,
ACJ RENTAL,Hotel,28.27721279,-81.60589043,,
"HORIZON SOUTH II 50A, 76A",Hotel,30.23081903,-85.90134355,,
BEACH PLACE CONDOMINIUM,Hotel,27.78451502,-82.78390638,,
ACKROYD RENTALS,Hotel,28.2410616,-81.58790641,,
ACORENANO MOTEL,Hotel,26.01215911,-80.20832136,,
OAKS AT NORMANDY APARTMENTS,Hotel,30.29758549,-81.77746033,,
ACOSTA RENTAL,Hotel,28.32479798,-81.46607566,,
ACOSTA CREEK MARINA,Hotel,29.50805376,-81.67528309,,
ACOSTA APARTMENTS,Hotel,25.8415004,-80.26860407,,
691 E 21 ST APARTMENTS,Hotel,25.84151772,-80.26810724,,
ACOSTA PROPERTY MANAGEMENT LLC,Hotel,26.1456628,-80.12772851,,
PALMETTO AT OAKLEAF PLANTATION,Hotel,30.19121456,-81.83317097,,
RESERVE AT WYNNFIELD LAKES,Hotel,30.31450493,-81.49319051,,
CROWN POINTE APARTMENT HOMES,Hotel,26.27334648,-80.18663242,,
STAR POINTE APTS,Hotel,26.27045774,-80.18826215,,
SUMMER COVE APARTMENTS,Hotel,27.40170839,-82.50320753,,
ACQUALINA MANAGEMENT LLC,Hotel,25.94206268,-80.12113112,,
PORTOFINO APARTMENTS,Hotel,28.14612712,-82.35841492,,
TOWN & COUNTRY MOTEL,Hotel,29.12172203,-80.97719485,,
ACS RESORTS,Hotel,27.90103922,-82.82044043,,
VILLA MARIA,Hotel,26.59405604,-81.97383351,,
ACT BEACH RENTALS AND SALES,Hotel,27.73623439,-82.75024444,,
ACTION KEYS REALTY FL KEYS INC,Hotel,24.66110578,-81.4451737,,
SUNSET HOUSE,Hotel,25.70158592,-80.29054403,,
ACVI RENTAL,Hotel,28.32432666,-81.4669897,,
1405 W 41 ST APARTMENTS,Hotel,25.85891984,-80.31082328,,
AD AND J MANAGEMENT GROUP INC,Hotel,30.28552042,-81.39895311,,
BEST WESTERN INTERNATIONAL DRIVE ORLANDO,Hotel,28.44739329,-81.4717832,,
HOLIDAY INN MELBORNE,Hotel,28.2304279,-80.71595198,,
ADAGAVE LLC,Hotel,25.78526764,-80.19735543,,
ADAGAVE LLC,Hotel,25.8879054,-80.18732563,,
ADAGAVE LLC,Hotel,25.88869791,-80.1901539,,
ADAGIO BEACH VILLAS,Hotel,27.84777718,-82.84352313,,
ADAR LLC,Hotel,25.80897673,-80.20405086,,
FLOYD AFFORDABLE RENTALS,Hotel,26.12785554,-80.1542024,,
BUTTERFIELD GARAGE,Hotel,29.89099822,-81.31954314,,
OCEAN TERRACE APTS,Hotel,28.0835505,-80.56427617,,
MEWS AT 14TH AVENUE,Hotel,27.63508328,-80.39974717,,
TAMARIND APARTMENTS,Hotel,27.47891204,-80.29552568,,
ADAMO RENTALS,Hotel,30.28896762,-81.39995939,,
ADAMS & COCHRAN PROPERTIES,Hotel,30.34226513,-81.64997131,,
ADAMS RENTAL,Hotel,26.1085462,-80.1630595,,
ADAMS AND COCHRAN PROPERTIES,Hotel,30.27095919,-81.74823184,,
ADAMS RENTAL,Hotel,28.3151924,-81.614089,,
ADAMS RENTALS,Hotel,28.33752942,-81.49660078,,
ADAMSITE APARTMENTS,Hotel,27.52508568,-82.73625791,,
MANOR (THE),Hotel,28.24998415,-81.65175793,,
ADAMS II APTS,Hotel,30.13347784,-85.57447929,,
PHOENIX APARTMENTS,Hotel,29.62360658,-82.35792593,,
NANCY HADDEN ADAMS,Hotel,30.3263787,-87.17230571,,
ADAMS RENTAL,Hotel,28.31995305,-81.60912367,,
ADAMS RENTALS APTS,Hotel,30.39696023,-86.60138151,,
RICES MOTEL,Hotel,26.83366963,-81.09286219,,
ADAMS RENTAL,Hotel,28.29488135,-81.47082146,,
QUALITY SUITES,Hotel,28.3890067,-81.49676149,,
PALMS APARTMENTS,Hotel,25.78183664,-80.26846836,,
ADBELNOUR RENTALS,Hotel,28.32946465,-81.62639405,,
ADCOCK VACATION RENTALS,Hotel,28.21474794,-81.64500593,,
ADCROFT'S RENTAL,Hotel,28.31934847,-81.61345804,,
MAGIC LAKE VILLA,Hotel,28.27898824,-81.47012123,,
ADDICOTT RENTALS,Hotel,28.32861621,-81.61359563,,
ADDIEGO RENTAL,Hotel,28.27078481,-81.66752486,,
ADDIS RENTALS,Hotel,28.13005357,-81.62950716,,
CASA DE ADDISON,Hotel,24.71467124,-81.07747334,,
711 N. GRANDVIEW APTS,Hotel,29.23725415,-81.01482059,,
UVIEW,Hotel,26.37116508,-80.09320639,,
ADDISON PLACE APARTMENT,Hotel,30.71556042,-86.60765278,,
ADDRESSE LLC,Hotel,28.3375327,-81.49716042,,
ADDRESSEE LLC,Hotel,28.3234334,-81.5910939,,
ADDYS VILLAS,Hotel,27.12960526,-82.45243157,,
ADEBIYI RENTAL,Hotel,28.27645619,-81.60678334,,
NASCIMENTO VACATION RENTAL,Hotel,28.32675114,-81.62396739,,
ADENA GOLF AND COUNTRY CLUB,Hotel,29.25953714,-82.14450514,,
ADESH RENTAL,Hotel,28.32411935,-81.46539271,,
ADESH RENTAL,Hotel,28.32468989,-81.46603708,,
LINCOLN FIELDS APARTMENTS,Hotel,25.83333096,-80.23026662,,
INDIGO INN LLC,Hotel,29.35907177,-81.6352818,,
"ADM3 INVESTMENTS,LLC",Hotel,28.2941377,-81.46520574,,
ADMA PROPERTIES LLC,Hotel,27.99757667,-82.77990628,,
HARBOUR ARMS APTS,Hotel,28.1531685,-80.58898666,,
ADMIRAL DALE FISH CAMP,Hotel,27.21487357,-80.79645256,,
ADOLFO APTS,Hotel,25.8389756,-80.21100595,,
ADONAI HOLDINGS TITUSVILLE LLC,Hotel,28.57246564,-80.82796772,,
TROPICAL COURT APARTMENTS,Hotel,28.29210314,-81.40265889,,
ADRIANA APARTMENTS LLC,Hotel,25.77595242,-80.22066687,,
ADRIANA APARTMENTS LLC,Hotel,25.7749366,-80.22095769,,
LUCAYA 10-102,Hotel,28.33635739,-81.49826682,,
VANESSA COURT APARTMENTS,Hotel,25.75976826,-80.22871204,,
HOLLY HEIGHTS APTS,Hotel,29.64818675,-82.41628962,,
HOLLY HEIGHTS APTS,Hotel,29.64884317,-82.41625319,,
HOLLY HEIGHTS APTS,Hotel,29.64837155,-82.41505488,,
"ADVANCE REALTY, LLC",Hotel,28.34117658,-81.53461422,,
6 PLEX,Hotel,26.58812546,-81.99124844,,
GONSALVES VERA,Hotel,28.3462205,-81.63975148,,
GONSALVES VERA,Hotel,28.3462205,-81.63975148,,
REMINGTON APARTMENTS,Hotel,25.47925073,-80.47566083,,
REMINGTON APARTMENTS,Hotel,25.47924702,-80.47625776,,
REMINGTON APARTMENTS,Hotel,25.47498589,-80.48419622,,
REMINGTON APARTMENTS,Hotel,25.47964727,-80.47493007,,
REMINGTON APARTMENTS,Hotel,25.47860665,-80.47983572,,
REMINGTON APARTMENTS,Hotel,25.48014614,-80.4806983,,
REMINGTON APARTMENTS,Hotel,25.48695727,-80.46056534,,
REMINGTON APARTMENTS,Hotel,25.4713737,-80.48121377,,
REMINGTON APARTMENTS,Hotel,25.47888805,-80.48147991,,
REMINGTON APARTMENTS,Hotel,25.47857465,-80.47685647,,
REMINGTON APARTMENTS,Hotel,25.47901775,-80.47983766,,
REMINGTON APARTMENTS,Hotel,25.4821986,-80.47454776,,
ADVENIR AT WALDEN LAKE APARTMENTS,Hotel,25.97157659,-80.21738947,,
ADVENIR AT BANYAN LAKE,Hotel,26.52031819,-80.09359729,,
ADVENIR AT BISCAYNE SHORES,Hotel,25.8868946,-80.16812177,,
ADVENIR AT LA COSTA,Hotel,26.54711916,-80.09289848,,
ADVENIR AT MAGNOLIA,Hotel,28.65349943,-81.33600182,,
ADVENIR AT POLOS EAST,Hotel,28.56264299,-81.19594497,,
ADVENIR AT SAN TROPEZ,Hotel,26.01172215,-80.24561613,,
ADVENIR AT BROADWATER,Hotel,28.3943347,-81.46627744,,
ADVENIR AT COLONY CLUB,Hotel,26.56857616,-80.11170182,,
RENTAL CABINS,Hotel,30.77131332,-86.99163191,,
YOMIR HEIGHTS,Hotel,26.00840578,-80.14629139,,
WINDSOR PINES,Hotel,26.00892767,-80.32266206,,
CORONADO APARTMENTS,Hotel,27.69409826,-82.73566779,,
WATERVIEW INN,Hotel,27.79768259,-82.79446199,,
BAYHAVEN APARTMENTS,Hotel,27.79785919,-82.79461452,,
JACQUES AENDEKERKE,Hotel,28.13760671,-81.62904887,,
DORAL WEST APARTMENTS,Hotel,25.82136131,-80.38392658,,
WATERSTONE AT WELLINGTON,Hotel,26.65023382,-80.24080118,,
SNOWFLAKE INN,Hotel,27.98570889,-82.82701419,,
ROCKY CREEK APARTMENTS,Hotel,27.99429169,-82.55562743,,
AF APARTMENTS LLC,Hotel,25.87797069,-80.32290752,,
126 SOUTH OLEANDER APARTMENTS,Hotel,29.22313663,-81.01006667,,
HIDDEN STAR APTS.,Hotel,28.57749791,-81.47217053,,
MALVERNE APARTMENTS,Hotel,26.67507067,-80.05076845,,
AFFORDABLE GLEN OAKS,Hotel,30.41721276,-84.23673524,,
OCEAN BREEZE MOTEL,Hotel,29.2198198,-81.00495132,,
OCEAN BREEZE APARTMENTS,Hotel,29.21952834,-81.00479478,,
VILLAS OF SHADY OAKS,Hotel,28.54357851,-82.38875761,,
LELAND STREET APTS,Hotel,30.32382277,-81.69875026,,
DAYTONA GARDEN APTS S,Hotel,29.19457956,-81.03413619,,
DAYTONA GARDEN APTS CENTRAL,Hotel,29.19645945,-81.03514677,,
DAYTONA GARDEN APTS N,Hotel,29.19880459,-81.03637966,,
WHISTLER'S COVE,Hotel,26.07894491,-81.72015398,,
CITRUS GLEN APARTMENTS,Hotel,28.48440784,-81.41081849,,
DOUBLETREE MIAMI MART AIRPORT HOTEL,Hotel,25.77819742,-80.31147495,,
BEST WESTERN HOTEL JTB/SOUTHPOINT,Hotel,30.24914844,-81.59013024,,
OCEAN MANOR RESORT,Hotel,26.17781961,-80.09736493,,
A-G CASA MARINA,Hotel,27.48026094,-82.70474656,,
AGA RENTAL,Hotel,28.37137793,-81.67768288,,
AGAPHY REAL ESTATE MANAGEMENT LLC,Hotel,27.77628224,-82.64285592,,
AGAPHY REAL ESTATE MANAGEMENT LLC,Hotel,27.77590059,-82.64260608,,
AGGARWAL FAMILY TRUST,Hotel,28.32434016,-81.59363432,,
ANATOLE APARTMENTS,Hotel,29.20496968,-81.06521162,,
STEEPLES 2901,Hotel,29.14906291,-82.17412518,,
AGNARSSON RENTALS,Hotel,28.32030657,-81.60073386,,
AGNES RENTAL,Hotel,28.2896567,-81.45517527,,
ANNA CHIN AGNEW,Hotel,28.31532378,-81.61236839,,
A TOUCH OF BERMUDA,Hotel,24.55277058,-81.80523678,,
AGOSTINHO DE CARVALHO JUNIOR,Hotel,28.2942765,-81.46520627,,
TERRA VERDE RESORT,Hotel,28.29416209,-81.47081263,,
BELLA LAGO APARTMENTS,Hotel,28.49780431,-81.40690166,,
MILLWOOD APARTMENTS,Hotel,28.49305668,-82.54963531,,
NEW HORIZONS APTS,Hotel,28.05750589,-81.77264065,,
AGRIPPA ROBERT JR,Hotel,30.34962826,-86.23912249,,
AGRODNIA RENTAL,Hotel,28.32274908,-81.59345936,,
AGW AND ASSOCIATES,Hotel,25.90765015,-80.18798094,,
SILVER SPRAY MOTEL,Hotel,26.02504532,-80.11606895,,
AGUIAR RENTAL,Hotel,28.31515342,-81.44050437,,
